10000;0,0156057
10000;0,0162076
10000;0,0166453
10000;0,0170351
10000;0,016103
10000;0,0182277
10000;0,0168517
10000;0,015682
10000;0,0160262
10000;0,0161186
10000;0,0156849
10000;0,0158527
10000;0,0161276
10000;0,0169666
10000;0,0158281
10000;0,0155536
10000;0,016329
10000;0,0158457
10000;0,0164738
10000;0,0164907
10000;0,0163499
10000;0,0161477
10000;0,0161428
10000;0,0170072
10000;0,0157239
10000;0,0159709
10000;0,0160509
10000;0,017154
10000;0,0158835
10000;0,0170699
10000;0,0180459
10000;0,015714
10000;0,016631
10000;0,0161387
10000;0,0239901
10000;0,0159647
10000;0,0159167
10000;0,0160558
10000;0,0163955
10000;0,0177969
10000;0,0159204
10000;0,0161062
10000;0,0155938
10000;0,0158872
10000;0,0173522
10000;0,016969
10000;0,0420057
10000;0,0327003
10000;0,0239323
10000;0,0174724
10000;0,0158289
10000;0,0165001
10000;0,0177575
10000;0,0204562
10000;0,0179684
10000;0,0156057
10000;0,016336
10000;0,0156029
10000;0,0166736
10000;0,0154855
10000;0,015248
10000;0,0155483
10000;0,0159725
10000;0,0156328
10000;0,0153009
10000;0,0154359
10000;0,0153846
10000;0,0158863
10000;0,0165957
10000;0,0173415
10000;0,0159536
10000;0,0166535
10000;0,0166909
10000;0,0163331
10000;0,0158621
10000;0,015794
10000;0,0161206
10000;0,0166757
10000;0,0184468
10000;0,016096
10000;0,0159019
10000;0,0159212
10000;0,0160262
10000;0,016903
10000;0,0167709
10000;0,0163979
10000;0,0157399
10000;0,0157062
10000;0,0157481
10000;0,0160361
10000;0,0174433
10000;0,0151434
10000;0,0170667
10000;0,0160939
10000;0,016281
10000;0,0159918
10000;0,0179721
10000;0,0163023
10000;0,0155979
10000;0,0158896
