1000000;2,05127
1000000;2,02225
1000000;2,02061
1000000;2,04841
1000000;2,0259
1000000;2,04211
1000000;2,01947
1000000;2,0484
1000000;2,01775
1000000;2,01987
1000000;2,04433
1000000;2,02102
1000000;2,04403
1000000;2,02552
1000000;2,03979
1000000;2,02727
1000000;2,02472
1000000;2,05601
1000000;2,03123
1000000;2,04828
1000000;2,01587
1000000;2,02627
1000000;2,0727
1000000;2,02782
1000000;2,06452
1000000;2,03165
1000000;2,04903
1000000;2,01555
1000000;2,02685
1000000;2,02468
1000000;2,02668
1000000;2,04132
1000000;2,03323
1000000;2,04852
1000000;2,00908
1000000;2,02485
1000000;2,04863
1000000;2,02468
1000000;2,04445
1000000;2,0142
1000000;2,04285
1000000;2,03746
1000000;2,02579
1000000;2,05205
1000000;2,0161
1000000;2,05003
1000000;2,0139
1000000;2,014
1000000;2,03903
1000000;2,02567
1000000;2,05306
1000000;2,01603
1000000;2,05632
1000000;2,01416
1000000;2,00889
1000000;2,05522
1000000;2,02309
1000000;2,02917
1000000;2,00578
1000000;2,04816
1000000;2,02784
1000000;2,02216
1000000;2,5241
1000000;2,37168
1000000;3,66058
1000000;2,83134
1000000;2,53995
1000000;2,15291
1000000;1,98559
1000000;2,17787
1000000;2,2233
1000000;2,70027
1000000;3,12251
1000000;2,1161
1000000;2,03487
1000000;2,09117
1000000;2,07634
1000000;2,06138
1000000;2,46564
1000000;2,02282
1000000;2,07005
1000000;2,04934
1000000;2,17045
1000000;2,12953
1000000;2,08528
1000000;2,02637
1000000;2,04115
1000000;2,04919
1000000;2,02335
1000000;2,05958
1000000;2,02329
1000000;2,0358
1000000;2,05137
1000000;2,02907
1000000;2,06003
1000000;2,03623
1000000;2,05155
1000000;2,01174
1000000;2,02274
1000000;2,04676
